Semana,Id,Tipo,Consigna,Enunciado,Respuesta,También se acepta,Opciones,OK (sí/no),Corrección,Comentario
32,d22-025,cloze,Completá con el congiuntivo passato o trapassato según la concordancia de tiempos (o con el infinitivo pasado si no hay «che»). El auxiliar está indicado.,"I gatti miagolavano, ma io credevo che tu gli ___ (avere/dare) già da mangiare.",avessi dato,,,,,
32,d22-026,cloze,Completá con el congiuntivo passato o trapassato según la concordancia de tiempos (o con el infinitivo pasado si no hay «che»). El auxiliar está indicado.,È possibile che la nonna ___ (essere/perdersi)?,si sia persa,si sia perduta,,,,
32,d22-027,cloze,Completá con el congiuntivo passato o trapassato según la concordancia de tiempos (o con el infinitivo pasado si no hay «che»). El auxiliar está indicado.,Io non lo avrei creduto se non lo ___ (avere/vedere).,avessi visto,,,,,
32,d22-028,cloze,Completá con el congiuntivo passato o trapassato según la concordancia de tiempos (o con el infinitivo pasado si no hay «che»). El auxiliar está indicado.,Noi abbiamo paura che loro non ___ (avere/finire).,abbiano finito,,,,,
32,d22-029,cloze,Completá con el congiuntivo passato o trapassato según la concordancia de tiempos (o con el infinitivo pasado si no hay «che»). El auxiliar está indicado.,Speravo di ___ (avere/visitare) tutti i musei prima di partire.,avere visitato,aver visitato,,,,
32,d22-030,cloze,Completá con el congiuntivo passato o trapassato según la concordancia de tiempos (o con el infinitivo pasado si no hay «che»). El auxiliar está indicado.,Voi sperate che quella squadra ___ (avere/vincere)?,abbia vinto,,,,,
32,s:r24-01d:a,choice,"¿Qué relación temporal hay entre el subjuntivo y el verbo principal? Elegí: futuro, simultáneo o pasado.",Speriamo che vengano presto.,futuro,,futuro | simultáneo | pasado,,,
32,s:r24-01d:b,choice,"¿Qué relación temporal hay entre el subjuntivo y el verbo principal? Elegí: futuro, simultáneo o pasado.",Speravo che venissero presto.,futuro,,futuro | simultáneo | pasado,,,
32,s:r24-01d:c,choice,"¿Qué relación temporal hay entre el subjuntivo y el verbo principal? Elegí: futuro, simultáneo o pasado.",Sono contento che tu stia qui.,simultáneo,,futuro | simultáneo | pasado,,,
32,s:r24-01d:d,choice,"¿Qué relación temporal hay entre el subjuntivo y el verbo principal? Elegí: futuro, simultáneo o pasado.",Ero contento che loro stessero insieme.,simultáneo,,futuro | simultáneo | pasado,,,
32,s:r24-01d:e,choice,"¿Qué relación temporal hay entre el subjuntivo y el verbo principal? Elegí: futuro, simultáneo o pasado.",Crederà che tu non abbia fatto niente.,pasado,,futuro | simultáneo | pasado,,,
32,s:r24-01d:f,choice,"¿Qué relación temporal hay entre el subjuntivo y el verbo principal? Elegí: futuro, simultáneo o pasado.",Sembrava che nessuno avesse visto niente.,pasado,,futuro | simultáneo | pasado,,,
32,s:r24-01d:g,choice,"¿Qué relación temporal hay entre el subjuntivo y el verbo principal? Elegí: futuro, simultáneo o pasado.",Sarebbe assurdo che pagasse lui domani.,futuro,,futuro | simultáneo | pasado,,,
32,s:r24-01d:h,choice,"¿Qué relación temporal hay entre el subjuntivo y el verbo principal? Elegí: futuro, simultáneo o pasado.",Non si direbbe che avesse studiato.,pasado,,futuro | simultáneo | pasado,,,
32,s:r24-02d:a,choice,¿En qué oraciones el subjuntivo NO se refiere a un momento posterior al verbo principal?,Ho insistito che scrivesse subito.,se refiere al futuro,,se refiere al futuro | no se refiere al futuro,,,
32,s:r24-02d:b,choice,¿En qué oraciones el subjuntivo NO se refiere a un momento posterior al verbo principal?,Avevo chiesto che venissero più tardi.,se refiere al futuro,,se refiere al futuro | no se refiere al futuro,,,
32,s:r24-02d:c,choice,¿En qué oraciones el subjuntivo NO se refiere a un momento posterior al verbo principal?,Mi piacerebbe che tu imparassi il francese.,se refiere al futuro,,se refiere al futuro | no se refiere al futuro,,,
32,s:r24-02d:d,choice,¿En qué oraciones el subjuntivo NO se refiere a un momento posterior al verbo principal?,Credo che abbia avuto un incidente.,no se refiere al futuro,,se refiere al futuro | no se refiere al futuro,,,
32,s:r24-02d:e,choice,¿En qué oraciones el subjuntivo NO se refiere a un momento posterior al verbo principal?,Credo che fosse qui ieri.,no se refiere al futuro,,se refiere al futuro | no se refiere al futuro,,,
32,s:r24-02d:f,choice,¿En qué oraciones el subjuntivo NO se refiere a un momento posterior al verbo principal?,Avrei voluto che pagasse lui.,se refiere al futuro,,se refiere al futuro | no se refiere al futuro,,,
32,s:r24-06c:a,cloze,Suavizá órdenes y pedidos con la expresión dada: completá con el subjuntivo.,Vieni con noi. → Mi piacerebbe che tu ___ con noi.,venissi,,,,,
32,s:r24-06c:b,cloze,Suavizá órdenes y pedidos con la expresión dada: completá con el subjuntivo.,"Lo dica a loro, non a me. → Sarebbe meglio che Lei lo ___ a loro, non a me.",dicesse,,,,,
32,s:r24-06c:c,cloze,Suavizá órdenes y pedidos con la expresión dada: completá con el subjuntivo.,Fallo subito. → Mi farebbe piacere se tu lo ___ subito.,facessi,,,,,
32,s:r24-06c:d,cloze,Suavizá órdenes y pedidos con la expresión dada: completá con el subjuntivo.,Me lo spiegate? → Vorrei che voi me lo ___.,spiegaste,,,,,
33,c1-ipot-01,choice,Elegí la forma correcta (irrealtà nel presente).,"Se ___ più tempo, verrei con voi.",avessi,,avessi | avrei | ho,,,
33,c1-ipot-02,choice,Elegí la forma correcta (irrealtà nel passato).,"Se me l'avessi detto, ti ___.",avrei aiutato,,avrei aiutato | aiutassi | avessi aiutato,,,
33,c1-ipot-03,choice,Elegí la forma correcta (realtà).,"Se ___ tempo, ti chiamo.",ho,,ho | avessi | avrei,,,
33,c1-ipot-04,choice,¿Cuál es INCORRECTA en italiano estándar?,"Se ___ ricco, comprerei una casa al mare.",sarei,,sarei | fossi | diventassi,,,
33,c1-ipot-05,cloze,Completá el periodo ipotetico misto.,"Se ___ (studiare) di più allora, adesso avresti un buon lavoro.",avessi studiato,,,,,
33,c1-ipot-06,translate,Traducí al italiano.,"Si hubiera sabido, no habría venido.","Se avessi saputo, non sarei venuto","Se lo avessi saputo, non sarei venuto | Se l'avessi saputo, non sarei venuto | Se avessi saputo, non sarei venuta | Se lo avessi saputo, non sarei venuta | Se l'avessi saputo, non sarei venuta",,,,
33,c1-ipot-07,choice,Elegí la alternativa que NO cambia el sentido.,"Se avessi saputo, sarei venuto. ≈","Avessi saputo, sarei venuto!",,"Avessi saputo, sarei venuto! | Sapevo e sono venuto. | Se so, vengo.",,,
33,c1-ipot-08,choice,Elegí la forma correcta.,Magari ___ vero!,fosse,,fosse | è | sarebbe,,,
33,c1-ipot-10,choice,Elegí la forma correcta.,"Verrò, a meno che non ___ troppo tardi.",sia,,sia | è | sarà,,,
33,d19-001,cloze,"Completá la parte con «se» usando el indicativo (presente, futuro o imperfetto) según la otra parte de la frase. Puede haber más de una respuesta.","Se tu ___ (avere) tempo libero, ci andremo domani.",hai,avrai,,,,
33,d19-002,cloze,"Completá la parte con «se» usando el indicativo (presente, futuro o imperfetto) según la otra parte de la frase. Puede haber más de una respuesta.","Se loro non ___ (volere), me ne potevano parlare.",volevano,,,,,
33,d19-003,cloze,"Completá la parte con «se» usando el indicativo (presente, futuro o imperfetto) según la otra parte de la frase. Puede haber más de una respuesta.","Se lui ___ (arrivare), mangeremo insieme.",arriva,arriverà,,,,
33,d19-004,cloze,"Completá la parte con «se» usando el indicativo (presente, futuro o imperfetto) según la otra parte de la frase. Puede haber más de una respuesta.","Se lei non ___ (studiare), non riceverà buoni voti.",studia,studierà,,,,
33,d19-005,cloze,"Completá la parte con «se» usando el indicativo (presente, futuro o imperfetto) según la otra parte de la frase. Puede haber más de una respuesta.","Se Angelo e Guido ___ (andare), andrò anch’io.",vanno,andranno,,,,
33,d19-006,cloze,"Completá la parte con «se» usando el indicativo (presente, futuro o imperfetto) según la otra parte de la frase. Puede haber más de una respuesta.","Se tu ___ (preferire), resta qui.",preferisci,,,,,
33,d19-007,cloze,"Completá la parte con «se» usando el indicativo (presente, futuro o imperfetto) según la otra parte de la frase. Puede haber más de una respuesta.","Se io ___ (trovare) biglietti, verrai con me?",trovo,troverò,,,,
33,d19-008,cloze,"Completá la parte con «se» usando el indicativo (presente, futuro o imperfetto) según la otra parte de la frase. Puede haber más de una respuesta.","Se ___ (succedere) un’altra volta, griderò!",succede,succederà,,,,
33,d19-009,cloze,"Completá la parte con «se» usando el indicativo (presente, futuro o imperfetto) según la otra parte de la frase. Puede haber más de una respuesta.","Se tu ___ (volere) sapere, gli ho telefonato.",vuoi,,,,,
33,d19-010,cloze,"Completá la parte con «se» usando el indicativo (presente, futuro o imperfetto) según la otra parte de la frase. Puede haber más de una respuesta.","Se loro ___ (partire), partiranno fra poco.",partono,partiranno,,,,
33,d19-011,cloze,Completá la parte con «se» con el congiuntivo imperfetto. Mirá la otra parte de la frase para deducir el sujeto.,"Se ___ (ascoltare), sapreste ciò che è successo.",ascoltaste,,,,,
33,d19-012,cloze,Completá la parte con «se» con el congiuntivo imperfetto. Mirá la otra parte de la frase para deducir el sujeto.,"Se ___ (incontrare) Giorgio, cosa gli diresti?",incontrassi,,,,,
33,d19-013,cloze,Completá la parte con «se» con el congiuntivo imperfetto. Mirá la otra parte de la frase para deducir el sujeto.,"Se Giulia ___ (comprare) le scarpe, sarebbe molto contenta.",comprasse,,,,,
33,d19-014,cloze,Completá la parte con «se» con el congiuntivo imperfetto. Mirá la otra parte de la frase para deducir el sujeto.,"Se ___ (ritornare) presto, potremmo studiare.",ritornassimo,,,,,
33,d19-015,cloze,Completá la parte con «se» con el congiuntivo imperfetto. Mirá la otra parte de la frase para deducir el sujeto.,"Se loro ci ___ (visitare), ci divertiremmo.",visitassero,,,,,
33,d19-016,cloze,Completá la parte con «se» con el congiuntivo imperfetto. Mirá la otra parte de la frase para deducir el sujeto.,"Se tu ed io ___ (parlarsi), ci capiremmo.",ci parlassimo,,,,,
33,d19-017,cloze,Completá la parte con «se» con el congiuntivo imperfetto. Mirá la otra parte de la frase para deducir el sujeto.,"Se io ___ (essere) in te, non andrei con loro.",fossi,,,,,
33,d19-018,cloze,Completá la parte con «se» con el congiuntivo imperfetto. Mirá la otra parte de la frase para deducir el sujeto.,"Se tu ___ (spiegare) bene, capirei.",spiegassi,,,,,
33,d19-019,cloze,Completá la parte con «se» con el congiuntivo imperfetto. Mirá la otra parte de la frase para deducir el sujeto.,"Se ___ (vendere) la casa, dove andreste?",vendeste,,,,,
33,d19-020,cloze,Completá la parte con «se» con el congiuntivo imperfetto. Mirá la otra parte de la frase para deducir el sujeto.,"Se lui ___ (mentire), come lo sapresti?",mentisse,,,,,
33,d19-021,cloze,Completá la parte con «se» con el congiuntivo trapassato (pluscuamperfecto del subjuntivo). El auxiliar está indicado.,"Se ___ (avere/dormire), non avrebbero avuto sonno.",avessero dormito,,,,,
33,d19-022,cloze,Completá la parte con «se» con el congiuntivo trapassato (pluscuamperfecto del subjuntivo). El auxiliar está indicado.,"Se ___ (avere/leggere) il libro, capiresti.",avessi letto,,,,,
33,d19-023,cloze,Completá la parte con «se» con el congiuntivo trapassato (pluscuamperfecto del subjuntivo). El auxiliar está indicado.,"Se ___ (essere/partire) in orario, il treno sarebbe arrivato in orario.",fosse partito,,,,,
33,d19-024,cloze,Completá la parte con «se» con el congiuntivo trapassato (pluscuamperfecto del subjuntivo). El auxiliar está indicado.,"Se tu non ___ (avere/prendere) il tè, avresti potuto dormire.",avessi preso,,,,,
33,d19-025,cloze,Completá la parte con «se» con el congiuntivo trapassato (pluscuamperfecto del subjuntivo). El auxiliar está indicado.,"Se voi me lo ___ (avere/chiedere), vi avrei detto di sì.",aveste chiesto,,,,,
33,d19-026,cloze,Completá la parte con «se» con el congiuntivo trapassato (pluscuamperfecto del subjuntivo). El auxiliar está indicado.,"Se ___ (avere/ricevere) la tua lettera, ti avremmo risposto.",avessimo ricevuto,,,,,
33,d19-027,cloze,Completá la parte con «se» con el congiuntivo trapassato (pluscuamperfecto del subjuntivo). El auxiliar está indicado.,"Se ___ (essere/stare) lì, ti avrei visto.",fossi stato,fossi stata,,,,
33,d19-028,cloze,Completá la parte con «se» con el congiuntivo trapassato (pluscuamperfecto del subjuntivo). El auxiliar está indicado.,"Se Fausta ___ (essere/alzarsi) presto, avrebbe visto l’aurora.",si fosse alzata,,,,,
33,d19-029,cloze,Completá la parte con «se» con el congiuntivo trapassato (pluscuamperfecto del subjuntivo). El auxiliar está indicado.,"Se ___ (avere/chiudere) la finestra, non avresti avuto tanto freddo.",avessi chiuso,,,,,
33,d19-030,cloze,Completá la parte con «se» con el congiuntivo trapassato (pluscuamperfecto del subjuntivo). El auxiliar está indicado.,"Se Antonietta ___ (avere/correre), non avrebbe perso il treno.",avesse corso,,,,,
33,d19-031,translate,Traducí al italiano.,si yo fuera vos,se fossi in te,se io fossi in te,,,,
33,d19-032,translate,Traducí al italiano.,si (yo) tuviera ganas,se ne avessi voglia,se io ne avessi voglia | se avessi voglia,,,,
33,d19-033,translate,Traducí al italiano.,si (yo) lo hubiera sabido,se lo avessi saputo,se l’avessi saputo | se io lo avessi saputo | se io l’avessi saputo,,,,
33,d19-034,translate,Traducí al italiano.,si usted quiere,se vuole,se lei vuole,,,,
33,d19-035,translate,Traducí al italiano.,si por casualidad te lo cruzás,se per caso lo incontri,se lo incontri per caso | se per caso tu lo incontri | se per caso lo incroci,,,,
33,d19-036,translate,Traducí al italiano.,si (vos) alguna vez supieras algo,se mai sapessi qualcosa,se mai tu sapessi qualcosa | se tu mai sapessi qualcosa,,,,
33,d19-037,translate,Traducí al italiano.,si fuera verdad,se fosse vero,,,,,
33,d19-038,translate,Traducí al italiano.,si no me equivoco,se non sbaglio,se non mi sbaglio,,,,
33,d19-039,translate,Traducí al italiano.,si (yo) pudiera,se potessi,se io potessi,,,,
33,d19-040,translate,Traducí al italiano.,¿Y si no es verdad?,E se non è vero?,se non è vero?,,,,
33,s:r24-03b:f,cloze,Completá con el imperfecto del subjuntivo del verbo indicado.,Avrei voluto che lui mi ___ prima di partire. (chiamare),chiamasse,,,,,
33,s:r24-06b:b,cloze,Completá con el subjuntivo adecuado; en todos los casos menos uno va el pluscuamperfecto.,Sarebbe stato meglio se voi ___ presto stamattina. (partire),foste partiti,foste partite,,,,
33,s:r24-07b:b,cloze,¿Qué pasaría si…? ¿Qué habría pasado si…? Completá la condición en italiano.,"___, non avremmo perso il treno. (Si hubieran llegado antes…)",Se fossero arrivati prima,Se fossero arrivate prima | Se foste arrivati prima | Se foste arrivate prima,,,,
33,s:r24-07b:d,cloze,¿Qué pasaría si…? ¿Qué habría pasado si…? Completá la condición en italiano.,"___, non avrebbe perso il posto. (Si no se hubiera peleado con el jefe…)",Se non avesse litigato con il capo,Se non avesse litigato col capo,,,,
33,s:r24-07b:e,cloze,¿Qué pasaría si…? ¿Qué habría pasado si…? Completá la condición en italiano.,"___, avrei già pagato i debiti. (Si ganara más…)",Se guadagnassi di più,,,,,
34,c1-rel-01,choice,Elegí la forma correcta.,Il libro ___ ti ho parlato è esaurito.,di cui,,di cui | che | cui,,,
34,c1-rel-02,choice,Elegí la forma correcta.,La ragazza ___ padre è medico abita qui.,il cui,,il cui | di cui | che,,,
34,c1-rel-03,choice,Elegí la forma correcta.,Non ho capito ___ vuoi dire.,quello che,,quello che | che cosa che | il che,,,
34,c1-rel-04,translate,Traducí al italiano.,La casa en la que vivo es pequeña.,La casa in cui abito è piccola,La casa in cui vivo è piccola | La casa dove abito è piccola | La casa dove vivo è piccola | La casa nella quale abito è piccola | La casa nella quale vivo è piccola,,,,
34,d14-021,cloze,"Completá con el pronombre relativo (che, cui, il cui, chi…). La traducción está entre paréntesis.",il ragazzo ___ padre è medico (el chico cuyo padre es médico),il cui,,,,,
34,d14-022,cloze,"Completá con el pronombre relativo (che, cui, il cui, chi…). La traducción está entre paréntesis.",la ragazza ___ madre è italiana (la chica cuya madre es italiana),la cui,,,,,
34,d14-023,cloze,"Completá con el pronombre relativo (che, cui, il cui, chi…). La traducción está entre paréntesis.",l'autore ___ libri leggo (el autor cuyos libros leo),i cui,,,,,
34,d14-024,cloze,"Completá con el pronombre relativo (che, cui, il cui, chi…). La traducción está entre paréntesis.",gli amici ___ macchine sono nuove (los amigos cuyos autos son nuevos),le cui,,,,,
34,d14-025,cloze,"Completá con el pronombre relativo (che, cui, il cui, chi…). La traducción está entre paréntesis.",l'argomento ___ parliamo (el tema del que hablamos),di cui,del quale,,,,
34,d14-026,cloze,"Completá con el pronombre relativo (che, cui, il cui, chi…). La traducción está entre paréntesis.",la ragazza ___ canta (la chica que canta),che,,,,,
34,d14-027,cloze,"Completá con el pronombre relativo (che, cui, il cui, chi…). La traducción está entre paréntesis.",il ragazzo ___ studia (el chico que estudia),che,,,,,
34,d14-028,cloze,"Completá con el pronombre relativo (che, cui, il cui, chi…). La traducción está entre paréntesis.",i libri ___ ho trovato l'errore (los libros en los que encontré el error),in cui,nei quali,,,,
34,d14-029,cloze,"Completá con el pronombre relativo (che, cui, il cui, chi…). La traducción está entre paréntesis.",la casa ___ ho comprato (la casa que compré),che,,,,,
34,d14-030,cloze,"Completá con el pronombre relativo (che, cui, il cui, chi…). La traducción está entre paréntesis.",___ dorme non piglia pesci. (Quien duerme no pesca: camarón que se duerme se lo lleva la corriente.),chi,colui che,,,,
34,rf-38-01,choice,Elegí la forma correcta.,Il romanzo ___ sto leggendo è di Calvino.,che,,che | cui | il quale,,,
34,rf-38-02,choice,Elegí la forma correcta.,La città ___ sono nato è Rosario.,in cui,,in cui | che | cui,,,
34,rf-38-03,choice,Elegí la forma correcta.,Il ragazzo ___ ho prestato la bici non me l'ha ridata.,a cui,,a cui | che | di cui,,,
34,rf-38-04,choice,Elegí la forma correcta.,È un argomento ___ non so niente.,di cui,,di cui | che | in cui,,,
34,rf-38-05,choice,Elegí la forma correcta.,"Lo scrittore, ___ romanzi sono tradotti in trenta lingue, vive a Napoli.",i cui,,i cui | che i | di cui i,,,
34,rf-38-06,choice,Elegí la forma correcta.,"Elena Ferrante, ___ opera più famosa è «L'amica geniale», usa uno pseudonimo.",la cui,,la cui | che la | il cui,,,
34,rf-38-07,choice,Elegí la forma correcta.,___ mi preoccupa è il prezzo.,Quello che,,Quello che | Che | Il che,,,
34,rf-38-08,choice,Elegí la forma correcta.,"L'Argentina ha vinto la partita, ___ ci ha sorpreso tutti.",il che,,il che | che | quello che,,,
34,rf-38-09,choice,Completá el refrán.,___ dorme non piglia pesci.,Chi,,Chi | Che | Quale,,,
34,rf-38-10,cloze,Completá con el relativo (con la que).,Questa è la penna ___ ho firmato il contratto.,con cui,con la quale,,,,
34,rf-38-11,cloze,Completá con el relativo (por el que).,Il motivo ___ sono venuto è semplice.,per cui,per il quale,,,,
34,rf-38-12,cloze,Completá con el relativo (en la que).,La casa ___ è nato Leopardi è a Recanati.,in cui,nella quale | dove,,,,
34,rf-38-13,cloze,Completá con el relativo (a las que).,Le persone ___ abbiamo chiesto aiuto sono state gentili.,a cui,alle quali | cui,,,,
34,rf-38-14,cloze,Completá con el relativo (de donde).,Il paese ___ viene mia nonna è in Calabria.,da cui,dal quale,,,,
34,rf-38-15,choice,Elegí el relativo que deja claro que la que vive en París es la hermana.,"Ho conosciuto la sorella di Marco, ___ vive a Parigi.",la quale,,la quale | il quale | che,,,
34,rf-38-16,choice,Elegí la forma correcta.,Mi piace il modo ___ parla.,in cui,,in cui | che | cui,,,
34,rf-38-17,choice,Elegí la forma correcta.,È una cosa ___ tengo molto.,a cui,,a cui | che | di cui,,,
34,rf-38-18,choice,Elegí la forma correcta (quién).,Dimmi ___ ha rotto il vaso.,chi,,chi | che | il quale,,,
34,rf-38-19,cloze,Completá con el relativo (cuyo).,"Il medico, ___ figlio studia con me, è molto bravo.",il cui,,,,,
34,rf-38-20,cloze,Completá con el relativo (cuyas).,"Le Dolomiti, ___ cime sono innevate, sembrano vicinissime.",le cui,,,,,
34,rf-38-21,choice,Elegí la forma correcta.,Ecco la ragione per ___ non ti ho chiamato.,cui,,cui | che | quale,,,
34,rf-38-22,translate,Traducí al italiano.,La chica con la que salgo es italiana.,La ragazza con cui esco è italiana,La ragazza con la quale esco è italiana,,,,
34,rf-38-23,translate,Traducí al italiano.,Es el libro del que todos hablan.,È il libro di cui tutti parlano,È il libro di cui parlano tutti | È il libro del quale tutti parlano | È il libro del quale parlano tutti,,,,
34,rf-38-24,translate,Traducí al italiano.,No entiendo lo que decís.,Non capisco quello che dici,Non capisco ciò che dici | Non capisco cosa dici | Non capisco che cosa dici,,,,
34,rf-38-25,translate,Traducí al italiano.,El pueblo donde nació mi abuelo está en Sicilia.,Il paese in cui è nato mio nonno è in Sicilia,Il paese in cui è nato mio nonno si trova in Sicilia | Il paese in cui nacque mio nonno è in Sicilia | Il paese in cui nacque mio nonno si trova in Sicilia | Il paese dove è nato mio nonno è in Sicilia | Il paese dove è nato mio nonno si trova in Sicilia | Il paese dove nacque mio nonno è in Sicilia | Il paese dove nacque mio nonno si trova in Sicilia | Il paese nel quale è nato mio nonno è in Sicilia | Il paese nel quale è nato mio nonno si trova in Sicilia | Il paese nel quale nacque mio nonno è in Sicilia | Il paese nel quale nacque mio nonno si trova in Sicilia,,,,
34,s:r10-01c:e,choice,Elegí el pronombre correcto: interrogativo o relativo.,Non mi hai detto ___ giochi a tennis. (No me dijiste con quién jugás al tenis.),con chi,,con chi | con cui,,,
34,s:r10-01c:f,choice,Elegí el pronombre correcto: interrogativo o relativo.,La ragazza ___ esci è simpaticissima. (La chica con la que salís es simpatiquísima.),con cui,,con chi | con cui,,,
34,s:r13-01:a,cloze,Uní la información en una sola oración usando un pronombre relativo.,Marta è un'amica. Marta mi è molto simpatica. → ___.,Marta è un'amica che mi è molto simpatica,,,,,
34,s:r13-01:b,cloze,Uní la información en una sola oración usando un pronombre relativo.,Edoardo è un lontano cugino. Edoardo lavora a Parigi. → ___.,Edoardo è un lontano cugino che lavora a Parigi,,,,,
34,s:r13-01:c,cloze,Uní la información en una sola oración usando un pronombre relativo.,I signori Colucci sono i vicini. I signori Colucci litigano tanto. → ___.,I signori Colucci sono i vicini che litigano tanto,,,,,
34,s:r13-01:d,cloze,Uní la información en una sola oración usando un pronombre relativo.,La Rinascente è un grande magazzino. La Rinascente si trova nelle maggiori città italiane. → ___.,La Rinascente è un grande magazzino che si trova nelle maggiori città italiane,,,,,
34,s:r13-01:e,cloze,Uní la información en una sola oración usando un pronombre relativo.,'Roma Città Aperta' è un film di Rossellini. Non ho mai visto 'Roma Città Aperta'. → ___.,'Roma Città Aperta' è un film di Rossellini che non ho mai visto,Roma Città Aperta è un film di Rossellini che non ho mai visto,,,,
34,s:r13-01b:b,cloze,Uní las dos oraciones reemplazando la parte repetida por un relativo con preposición (cui o il quale).,Carlotta è la nipote. Ho regalato una bicicletta a Carlotta. → ___.,Carlotta è la nipote a cui ho regalato una bicicletta,Carlotta è la nipote alla quale ho regalato una bicicletta | Carlotta è la nipote cui ho regalato una bicicletta,,,,
34,s:r13-01b:c,cloze,Uní las dos oraciones reemplazando la parte repetida por un relativo con preposición (cui o il quale).,Aldo e Stefano sono colleghi. Lavoro con Aldo e Stefano da due anni. → ___.,Aldo e Stefano sono colleghi con cui lavoro da due anni,Aldo e Stefano sono colleghi con i quali lavoro da due anni | Aldo e Stefano sono colleghi coi quali lavoro da due anni,,,,
34,s:r13-01b:d,cloze,Uní las dos oraciones reemplazando la parte repetida por un relativo con preposición (cui o il quale).,Fiorella è la mia assistente. Senza Fiorella non potrei lavorare. → ___.,Fiorella è la mia assistente senza la quale non potrei lavorare,"Fiorella è la mia assistente, senza la quale non potrei lavorare | Fiorella è la mia assistente senza cui non potrei lavorare | Fiorella è la mia assistente, senza cui non potrei lavorare",,,,
34,s:r13-01b:e,cloze,Uní las dos oraciones reemplazando la parte repetida por un relativo con preposición (cui o il quale).,"Il signor Feroni è il nostro capo. Secondo lui, siamo tutti pigri. → ___.","Il signor Feroni è il nostro capo, secondo il quale siamo tutti pigri","Il signor Feroni è il nostro capo secondo il quale siamo tutti pigri | Il signor Feroni è il nostro capo, secondo cui siamo tutti pigri | Il signor Feroni è il nostro capo secondo cui siamo tutti pigri",,,,
34,s:r13-01c:a,translate,Traducí al italiano (tu).,Quale piatto prendo? – El que prefieras.,Quello che preferisci.,,,,,
34,s:r13-01c:b,translate,Traducí al italiano (tu).,Quali riviste compro? – Las que quieras.,Quelle che vuoi.,,,,,
34,s:r13-01c:c,translate,Traducí al italiano (tu).,Non mi piace quella ragazza. – Quale? – La que estudia medicina.,Quella che studia medicina.,,,,,
34,s:r13-01c:d,translate,Traducí al italiano (tu).,"Mi presti qualche libro? – Claro, llevate los que quieras.","Certo, prendi quelli che vuoi.","Certo, prendi quello che vuoi. | Certo, prendine quanti vuoi. | Certo, prendi quelli che ti pare.",,,,
34,s:r13-01c:e,cloze,Traducí al italiano (tu).,___ (Los que lleguen / Quien llegue) in ritardo dovranno/dovrà tornare domani.,Chi arriva,Quelli che arrivano | Coloro che arrivano | Chi arriverà | Quelli che arriveranno,,,,
34,s:r13-02:a,translate,Traducí al italiano usando pronombres relativos.,El departamento que alquilé está en el primer piso. (affittare),L'appartamento che ho affittato è al primo piano.,L'appartamento che ho preso in affitto è al primo piano.,,,,
34,s:r13-02:b,translate,Traducí al italiano usando pronombres relativos.,"El hombre que conociste es el marido de la dueña, que se va hoy. (la padrona)","L'uomo che hai conosciuto è il marito della padrona, che parte oggi.","L'uomo che hai conosciuto è il marito della padrona, il quale parte oggi. | L'uomo che hai conosciuto è il marito della padrona che parte oggi. | L'uomo che hai conosciuto è il marito della padrona, la quale parte oggi.",,,,
34,s:r13-02:c,translate,Traducí al italiano usando pronombres relativos.,"Aumentaron el alquiler, lo cual no es justo. (l'affitto)","Hanno aumentato l'affitto, il che non è giusto.","Hanno aumentato l'affitto, cosa che non è giusta. | Hanno aumentato l'affitto, e ciò non è giusto. | Hanno alzato l'affitto, il che non è giusto.",,,,
34,s:r13-03:a,cloze,Completá con el relativo. En dos oraciones sirven tanto che como il/la quale (recordá que il quale no se usa como objeto directo).,La borsa ___ ho comprato è viola.,che,,,,,
34,s:r13-03:b,cloze,Completá con el relativo. En dos oraciones sirven tanto che como il/la quale (recordá que il quale no se usa como objeto directo).,A Parigi abbiamo trovato un ristorante italiano ___ ci è molto piaciuto.,che,il quale,,,,
34,s:r13-03:c,cloze,Completá con el relativo. En dos oraciones sirven tanto che como il/la quale (recordá que il quale no se usa como objeto directo).,È la stazione ___ è stata bombardata nel 1944.,che,,,,,
34,s:r13-03:d,cloze,Completá con el relativo. En dos oraciones sirven tanto che como il/la quale (recordá que il quale no se usa como objeto directo).,"In macchina hanno portato anche il cane, ___ è stato buono buono.",che,il quale,,,,
34,s:r13-04:a,translate,"Traducí al italiano (tu). Ojo: en cuatro oraciones 'lo que' es relativo (quello che / ciò che); en las demás, 'qué' es exclamativo o interrogativo.",Lo que estás haciendo es absurdo.,Quello che fai è assurdo.,Ciò che fai è assurdo. | Quello che stai facendo è assurdo. | Ciò che stai facendo è assurdo.,,,,
34,s:r13-04:b,translate,"Traducí al italiano (tu). Ojo: en cuatro oraciones 'lo que' es relativo (quello che / ciò che); en las demás, 'qué' es exclamativo o interrogativo.",Podés hacer lo que quieras.,Puoi fare quello che vuoi.,Puoi fare ciò che vuoi. | Puoi fare quello che ti pare.,,,,
34,s:r13-04:c,translate,"Traducí al italiano (tu). Ojo: en cuatro oraciones 'lo que' es relativo (quello che / ciò che); en las demás, 'qué' es exclamativo o interrogativo.",Voy a hacer lo que pueda.,Farò quello che posso.,Farò ciò che posso. | Farò quello che potrò.,,,,
34,s:r13-04:d,translate,"Traducí al italiano (tu). Ojo: en cuatro oraciones 'lo que' es relativo (quello che / ciò che); en las demás, 'qué' es exclamativo o interrogativo.",Lo que no me gusta es el color.,Quello che non mi piace è il colore.,Ciò che non mi piace è il colore.,,,,
