Semana,Bloque,Título,Regla,Atención,Ejemplos,Tabla,OK (sí/no),Corrección,Comentario
42,1,Verbos con a + infinitivo,"Empezar, seguir, lograr, aprender, ayudar y empujar a otro llevan **a** (*ad* ante vocal).",,Ho cominciato a studiare italiano. = Empecé a estudiar italiano. · Non riesco a capire. = No logro entender. · Mi sono messo a ridere. = Me puse a reír.,"empezar / seguir / cominciare a, iniziare a, continuare a, mettersi a · lograr / intentar / riuscire a, provare a · aprender / enseñar / ayudar / imparare a, insegnare a, aiutare a · empujar a otro / invitare a, convincere a, costringere a · actitud / abituarsi a, rinunciare a, decidersi a, sbrigarsi a",,,
42,2,Verbos con di + infinitivo,"Terminar, dejar, tratar, decidir, pensar, recordar, prometer y las expresiones con *avere* o *essere* llevan **di**.",,Ho smesso di fumare. = Dejé de fumar. · Cerca di capire. = Tratá de entender. · Ho voglia di uscire. = Tengo ganas de salir.,"terminar / dejar / finire di, smettere di · intentar / decidir / cercare di, decidere di · pensar / creer / esperar / pensare di, credere di, sperare di · memoria / dimenticare di, ricordarsi di · compromiso / promettere di, accettare di, rifiutare di · expresiones / avere bisogno di, avere voglia di, avere paura di, essere contento di",,,
42,3,Verbos sin preposición,"**Sin preposición**: modales (*volere, potere, dovere, sapere*), *preferire, desiderare, osare, fare, lasciare, vedere, sentire, piacere, bisognare* y *è meglio, basta, conviene*.",,Preferisco restare a casa. = Prefiero quedarme en casa. · So nuotare. = Sé nadar. · Conviene partire presto. = Conviene salir temprano.,,,,
42,4,Los que cambian respecto del castellano,Estos verbos rigen **distinto** que en castellano: con otra preposición o sin ninguna.,"*Sposare* y *aspettare* van sin *a*: *ho sposato Laura*, *aspetto Marco*. Y *telefonare* pide indirecto: *le telefono*, nunca «la telefono».",,"pensare a qualcosa / pensare di fare / pensar en algo / pensar hacer · sognare qualcuno / soñar con alguien · entrare in casa / entrar a / en casa · salire su un treno / subir a un tren · innamorarsi di / enamorarse de · sposare qualcuno / casarse con alguien · telefonare a qualcuno / llamar a alguien (indirecto: gli telefono) · cercare qualcosa / aspettare qualcuno / buscar algo / esperar a alguien · chiedere a qualcuno di fare / pedirle a alguien que haga · dipendere da, fidarsi di, accorgersi di / depender de, fiarse de, darse cuenta de · occuparsi di, servire a, credere in / a / ocuparse de, servir para, creer en",,,
42,5,Cómo estudiar esto,"No memorices listas: memorizá **la frase entera**, con la preposición pegada al verbo.",,Non riesco a capire. = No logro entender. · Mi sono abituato ad alzarmi presto. = Me acostumbré a levantarme temprano.,,,,
43,1,El infinitivo sustantivado,"Con artículo, el infinitivo es un **sustantivo masculino**: *il mangiare*, *un continuo andare e venire*, *il dolce far niente*.",,Il camminare fa bene alla salute. = Caminar hace bien a la salud. · Con l'andare del tempo. = Con el paso del tiempo. · Sul far del giorno. = Al despuntar el día.,,,,
43,2,El infinitivo compuesto,*avere* o *essere* + participio. **Obligatorio después de *dopo*** y frecuente con verbos de opinión sobre el pasado.,*Dopo* + infinitivo simple es un error: siempre *dopo aver...* o *dopo essere...*. En cambio *prima di* pide infinitivo simple: *prima di uscire*.,"Dopo aver mangiato, siamo usciti. = Después de comer, salimos. · Dopo essere arrivati, ci siamo riposati. = Después de llegar, descansamos. · Credo di aver capito. = Creo haber entendido. · Mi dispiace di essere arrivato tardi. = Lamento haber llegado tarde.",,,,
43,3,El infinitivo como orden impersonal,"Instrucciones, recetas, carteles y prospectos dan la orden **en infinitivo**, a nadie en particular.",,Non fumare. = No fumar. · Spingere / Tirare. = Empujar / Tirar. · Cuocere per dieci minuti. = Cocinar diez minutos. · Agitare prima dell'uso. = Agitar antes de usar.,,,,
43,4,En lugar de una subordinada,"Con **el mismo sujeto** en los dos verbos, preferí el infinitivo a la subordinada con *che*. Es marca de buen estilo.",,Penso di partire domani. = Pienso salir mañana. · Sono uscito senza salutare. = Salí sin saludar. · È troppo tardi per telefonare. = Es muy tarde para llamar. · Ho abbastanza tempo per finire. = Tengo tiempo suficiente para terminar.,,,,
44,1,El gerundio simple,"*-ando* para *-are*, *-endo* para *-ere* e *-ire*. Irregulares por la raíz latina: *facendo, dicendo, bevendo, traducendo, ponendo*.",,"Studiando, si impara. = Estudiando, se aprende. · Sbagliando s'impara. = Equivocándose se aprende. · Essendo stanco, sono rimasto a casa. = Como estaba cansado, me quedé en casa. · Pur sapendolo, non ha detto niente. = Aun sabiéndolo, no dijo nada.",,,,
44,2,El gerundio exige el mismo sujeto,El sujeto del gerundio tiene que ser **el mismo** que el de la frase principal.,"«Uscendo di casa, ha cominciato a piovere» está mal: la lluvia no salió de casa. Decí *mentre uscivo di casa, ha cominciato a piovere*.","Uscendo di casa, ho incontrato Marco. = Al salir de casa, me encontré con Marco.",,,,
44,3,El gerundio compuesto,*avendo* o *essendo* + participio: expresa **anterioridad**. Registro escrito y elegante.,,"Avendo finito il lavoro, sono uscito. = Como había terminado el trabajo, salí. · Essendo arrivati tardi, abbiamo perso il treno. = Como llegamos tarde, perdimos el tren.",,,,
44,4,stare + gerundio: el progresivo,*stare* + gerundio = acción **en desarrollo ahora**. No sirve para el futuro cercano ni para lo habitual.,«Estoy estudiando italiano este año» se dice normalmente *studio italiano quest'anno*.,Sto mangiando. = Estoy comiendo. · Stavo dormendo quando hai chiamato. = Estaba durmiendo cuando llamaste. · In questo periodo sto studiando molto. = En este período estoy estudiando mucho.,,,,
44,5,El participio pasado absoluto,"Un participio solo al principio, con valor temporal o causal. Concuerda con su sustantivo; en los transitivos, **con el objeto**: *letta la lettera*.",,"Finito il lavoro, siamo usciti. = Terminado el trabajo, salimos. · Arrivata la primavera, tutto cambia. = Llegada la primavera, todo cambia. · Letta la lettera, si è messa a piangere. = Leída la carta, se puso a llorar. · Una volta capito il meccanismo, è facile. = Una vez entendido el mecanismo, es fácil.",,,,
44,6,El participio presente,"*-ante* / *-ente*. Casi siempre ya es **adjetivo o sustantivo**: *interessante, seguente, cantante, insegnante, dirigente, proveniente*.",,i cittadini residenti all'estero = los ciudadanos residentes en el exterior,,,,
45,1,Los imprescindibles,"Verbo + *ci*, *ne*, *la* o dos partículas: **significan otra cosa** que el verbo solo. Se aprenden como palabras nuevas.",,,"andarsene / irse / Me ne vado, ciao. · farcela / lograrlo, poder con algo / Non ce la faccio più. · avercela con / estar enojado con / Ce l'hai con me? · prendersela / ofenderse / Non te la prendere. · cavarsela / arreglárselas / Me la cavo con l'inglese. · sentirsela / animarse a / Non me la sento di dirglielo. · smetterla / dejar de / Smettila! · piantarla / cortarla / Piantala! · metterci / tardar / Ci metto un'ora. · volerci / hacer falta / Ci vuole pazienza. · entrarci / tener que ver / Non c'entra niente. · starci / estar de acuerdo, caber / Ci sto!",,,
45,2,Cómo se conjugan,"El reflexivo cambia con la persona; *la*, *ne* o *ci* **quedan fijos**. Con reflexivo, tiempos compuestos con *essere*; *farcela, avercela, metterci* conservan *avere*.",,Me ne sono andato / Ce ne siamo andati. = Me fui / Nos fuimos. · Ce l'ho fatta! = ¡Lo logré! · Se l'è presa. = Se ofendió. · Non me la sono sentita. = No me animé. · Ci ho messo un'ora. = Tardé una hora.,,,,
45,3,El participio en -a,"Con las formas en *la*, el participio **termina en -a**: concuerda con esa *la* que no se refiere a nada concreto.",«Ce l'ho fatto» es la falta típica. Es un automatismo: fijalo repitiendo *ce l'ho fatta* hasta que salga solo.,Ce l'ho fatta. = Lo logré. · Se l'è cavata. = Se las arregló. · Se l'è presa. = Se ofendió.,,,,
45,4,averci: el ci de apoyo,"En el habla, *avere* delante de *lo, la, li, le, ne* lleva casi siempre un *ci* sin significado: *ce l'ho*, *ce n'hai?*","Sin el *ce*, «l'ho» suena antinatural. *Ci ho fame* también se oye, pero es regional: no lo escribas.","Hai una penna? — Sì, ce l'ho. = ¿Tenés una lapicera? — Sí, tengo. · Ce n'hai ancora? = ¿Te queda?",,,,
45,5,Otras construcciones fijas de nivel,"Perífrasis frecuentes que conviene tener listas: **aspecto** (a punto de, empezar, seguir) y **matiz** (terminar por, no hacer más que).",,,stare per + infinito / estar a punto de · finire per + infinito / terminar por · essere sul punto di / estar por · mettersi a / ponerse a · continuare a / seguir + gerundio · non fare che + infinito / no hacer más que · avere un bel + infinito / por más que (hai un bel dire) · fare a meno di / prescindir de,,,
46,1,Los sufijos alterativos,"*-ino, -etto, -ello* achican o dan cariño; *-one* agranda; *-accio* desprecia; *-uccio* es cariñoso.","*-one* suele volver masculino un sustantivo femenino: *la porta → il portone*, *la donna → il donnone*.",,"-ino / -ina / pequeño, afectuoso / gattino, sorellina, un pochino · -etto / -etta / pequeño, simpático / casetta, libretto, poveretto · -ello / -ella / pequeño, a veces despectivo / alberello, cattivello · -one / -ona / grande, aumentativo / librone, portone, pigrone · -accio / -accia / feo, malo, despectivo / tempaccio, parolaccia, ragazzaccio · -uccio / -uccia / cariñoso, un poco menor / caruccio, boccuccia",,,
46,2,Los falsos alterados,"No todo lo que termina en *-ino* u *-one* es alterado: *il tacchino* (el pavo) no es un *tacco* chico, ni *il mattone* (el ladrillo) un *matto* grande.",,il bottone = el botón · il burrone = el barranco · il montone = el carnero · il postino = el cartero · la focaccia = la focaccia (un pan),,,,
46,3,Se aplica a casi todo,"Los sufijos van con sustantivos, con adjetivos (*carino, piccolino*) y hasta con adverbios (*benino, pianino, prestino*).",,un caffettino = un cafecito · fra un attimino = en un segundito · che freddino! = ¡qué fresquito! · ha una macchinona = tiene un autazo · che giornataccia! = ¡qué día de porquería!,,,,
46,4,Prefijos que multiplican el vocabulario,"*ri-* repite; *s-*, *in-* y *dis-* niegan; *stra-*, *super-* e *iper-* exageran; *mal-* = mal.",,,"ri- / de nuevo / rifare, rivedere, ripetere · s- / negación o intensificación / scontento, sfortuna, sbagliare · in- / im- / dis- / negación / incapace, impossibile, disonesto · stra- / super- / iper- / exceso / strapieno, superaffollato · mal- / mal / maleducato, malinteso",,,
47,1,Cantidades aproximadas,"*una decina, una ventina, un centinaio, un migliaio, un paio* + **di** + sustantivo: *una ventina di persone*.","No te olvides el *di*: *una decina di amici*. Y el plural es femenino en *-a*: *le centinaia*, *le migliaia*.",,"una decina, una ventina / unos diez, unos veinte / una ventina di persone · un centinaio / centinaia / un centenar / centenares / centinaia di libri · un migliaio / migliaia / un millar / miles / migliaia di euro · un paio / un par / un paio di scarpe · circa / all'incirca / aproximadamente / circa dieci · più o meno / más o menos / ",,,
47,2,Fracciones,"*la metà* (la mitad), *un terzo*, *un quarto*, *tre quarti*, *due terzi*. Y *il doppio*, *il triplo*.",,Ho letto metà del libro. = Leí la mitad del libro. · Un quarto d'ora. = Un cuarto de hora. · Costa il doppio. = Cuesta el doble.,,,,
47,3,Porcentajes,Llevan **artículo masculino**: *il 20% degli italiani*. El verbo puede ir en singular (con *il 20%*) o en plural (con el sustantivo que sigue): las dos formas se aceptan.,,Il 30% degli studenti sono stranieri. = El 30% de los estudiantes son extranjeros. · Il 20% degli italiani vive qui. = El 20% de los italianos vive acá.,,,,
47,4,"Pesos, medidas y compra","En el mostrador se pide por *etto* (100 g): *due etti*. El precio por unidad va con *a* + artículo: *al chilo*, *al litro*.",,"Un chilo di mele, per favore. = Un kilo de manzanas. · Due etti di prosciutto. = Doscientos gramos de jamón. · Mezzo litro di latte. = Medio litro de leche. · Quanto viene? / Quant'è? = ¿Cuánto es? · Costa dieci euro al chilo. = Cuesta diez euros el kilo.",,,,
47,5,Operaciones y números escritos,"*più* (+), *meno* (−), *per* (×), *diviso* (÷), *fa* o *uguale* (=). Decimales con **coma**, miles con **punto**.",,"Due più due fa quattro. = Dos más dos son cuatro. · 3,5 = tre virgola cinque = tres coma cinco · 1.000 euro = mil euros",,,,
48,1,Dislocación a la izquierda,El objeto va **al principio** y se retoma con un pronombre. Es la estructura más frecuente del italiano hablado.,,Il pane lo compro io. = El pan lo compro yo. · A Marco non gli ho detto niente. = A Marco no le dije nada. · Di soldi non ne ho. = Plata no tengo. · Questo film l'ho già visto. = Esta película ya la vi.,,,,
48,2,Dislocación a la derecha,"El pronombre va primero y el elemento se agrega **al final**, como aclaración. Marca oralidad e intimidad.",,"Non ci credo, a queste storie. = No me las creo, esas historias. · L'ho vista ieri, Maria. = La vi ayer, a María. · Ce l'hai, il biglietto? = ¿Lo tenés, el boleto?",,,,
48,3,Frase escindida: è... che,"*è* + elemento + *che* pone un elemento en **foco exclusivo**, como «es X el que...».",,È Marco che ha telefonato. = Fue Marco el que llamó. · È per questo che sono venuto. = Es por esto que vine. · Sono io che ho sbagliato. = Soy yo el que se equivocó.,,,,
48,4,Sujeto después del verbo,"Con intransitivos y verbos de acontecimiento, el sujeto nuevo va **detrás del verbo**. Con *c'è / ci sono* es obligatorio.",,È arrivato Marco. = Llegó Marco. · Mi ha telefonato tua sorella. = Me llamó tu hermana. · C'è un problema. = Hay un problema. · Manca il sale. = Falta la sal.,,,,
48,5,Anteponer para enfatizar,Un adjetivo o un complemento adelantado **enfatiza**: lo que va primero es lo que importa.,"Son órdenes marcados: usalos para enfatizar, no por defecto. Un texto entero invertido suena artificial.","Bello, questo quadro! = ¡Lindo, este cuadro! · Stanco sono, non malato. = Cansado estoy, no enfermo. · Di lavorare non ha nessuna voglia. = Ganas de trabajar no tiene ninguna.",,,,
49,1,Conectores de registro alto,"Un conector por función, **variado**: escribir culto es elegir bien el conector, no escribir difícil.",,,"añadir / inoltre, per di più, altresì, non solo... ma anche · oponer / tuttavia, ciononostante, per contro, d'altro canto, viceversa · conceder / certo... tuttavia, se è vero che... è altrettanto vero che · causa / in quanto, poiché, dal momento che, in virtù di, a causa di · consecuencia / di conseguenza, pertanto, ne consegue che, sicché · ejemplificar / ad esempio, in particolare, segnatamente, basti pensare a · reformular / ovvero, vale a dire, in altri termini, per meglio dire · concluir / in conclusione, in definitiva, tutto sommato, in ultima analisi",,,
49,2,Conectores que piden congiuntivo,"*benché, sebbene, nonostante, qualora, affinché, a condizione che, nel caso in cui, prima che, senza che, a meno che non* → **congiuntivo**.",El conector elegante con indicativo detrás anula el efecto: «benché è tardi» es un error.,"Benché sia tardi, continuiamo. = Aunque es tarde, seguimos. · Qualora ci fossero problemi, avvisateci. = En caso de que hubiera problemas, avísennos.",,,,
49,3,Las fórmulas impersonales,Distancian al autor y elevan el texto. **Una por párrafo** alcanza.,,Va detto che il problema è complesso. = Hay que decir que el problema es complejo. · Si tratta di una questione delicata. = Se trata de un asunto delicado. · Occorre precisare che non tutti concordano. = Cabe precisar que no todos coinciden.,"va detto che / hay que decir que · va rilevato che / cabe señalar que · si tratta di / se trata de · è opportuno / es oportuno, conviene · occorre notare / cabe notar · risulta evidente / resulta evidente · è lecito supporre / es lícito suponer · non si può prescindere da / no se puede prescindir de · giova ricordare / conviene recordar",,,
49,4,Cohesión: no repetir,"No repitas el sustantivo: usá **pronombres** (*lo, ne, ci*), sinónimos, hiperónimos (*il fenomeno, la questione*) o demostrativos (*ciò, tale, il suddetto*).",,Il governo ha approvato la riforma; tale provvedimento entrerà in vigore a gennaio. = El gobierno aprobó la reforma; dicha medida entrará en vigor en enero. · Ciò comporta un aumento dei costi. = Ello implica un aumento de costos.,,,,
49,5,Estructura del testo argomentativo,"Cinco partes, en este orden. **Cuatro párrafos bien conectados** valen más que ocho sueltos.",,,"introduzione / plantea el tema · tesi / tu posición, explícita · argomenti / dos o tres, con ejemplos · controargomento / lo reconocés y lo refutás: *certo... tuttavia* + congiuntivo concesivo · conclusione / retoma la tesis sin repetirla textualmente",,,
50,1,Los clásicos que hay que saber,Se parecen a una palabra castellana y **significan otra cosa**. Aprendé también la palabra italiana para lo que creías.,"*Sono imbarazzata* = «estoy avergonzada», no «embarazada». Y *il burro* en el plato es manteca. Estos dos producen las anécdotas.",,"burro / manteca / burro (= asino) · salire / subir / salir (= uscire) · aceto / vinagre / aceite (= olio) · guardare / mirar / guardar (= tenere, conservare) · prima / antes / prima (= cugina) · largo / ancho / largo (= lungo) · esito / resultado / éxito (= successo) · imbarazzata / avergonzada / embarazada (= incinta) · subire / padecer / subir (= salire) · topo / ratón / topo (= talpa) · gamba / pierna / gamba (= gambero) · caldo / calor / caliente / caldo (= brodo) · equipaggio / tripulación / equipaje (= bagaglio) · cartone / cartón / dibujo animado / cartón de bingo (= cartella) · negozio / negocio (tienda) / negocio como trato (= affare)",,,
50,2,"Segunda tanda, más sutil",Verbos que parecen transparentes y **no lo son**. Mirá la columna de la derecha: ahí está el error.,,,"attendere / esperar / atender = servire, assistere · assistere a / presenciar / asistir a clase = frequentare · pretendere / exigir / pretender (aspirar) = aspirare a · sopportare / soportar, aguantar a alguien / soportar un peso = reggere · ricordare / recordar y recordarle algo a alguien / ricordami di chiamare = recordame que llame · accostare / acercar, arrimar / acostar = mettere a letto · licenziare / despedir / licenciarse = laurearsi · fermare / detener / firmar = firmare · salire su / subirse a / salir = uscire · rimanere / restare / quedarse / restar = sottrarre · tornare / volver / tornarse = diventare · cercare / buscar / cerca (adverbio) = vicino · lasciare / dejar algo o a alguien / dejar de = smettere di · rubare / robar / robarle algo a alguien = rubare qualcosa a qualcuno · andare via / irse / también andarsene",,,
50,3,Palabras que el castellano no distingue,"Donde el castellano usa una palabra, el italiano **elige entre dos**.","Hacia el interlocutor se usa *venire*, aunque en castellano digamos «voy»: *Vieni alla festa? — Sì, vengo.* «Sì, vado» ahí es un error.",,"sapere / conoscere / saber un dato / conocer a alguien o un lugar · portare / prendere / llevar y traer (*portami l'acqua*) / tomar, agarrar, ir a buscar · andare / venire / ir / ir hacia donde está el que escucha (*vengo da te* = voy a tu casa) · buono / bravo / bueno de sabor o carácter / hábil (*un bravo cuoco*)",,,
50,4,"Registro: la misma idea, tres niveles",Para el C1 no hace falta hablar siempre formal: hace falta **elegir** el nivel según la situación.,,,"un sacco di / molto / notevolmente · roba / cose / elementi, aspetti · mica / non... affatto / in alcun modo · beccare / prendere / cogliere · fregare / ingannare / raggirare · un casino / molto disordine / notevole confusione · dai! / su! / la prego",,,
50,5,"Preposiciones de nivel: da, di, a, fra","*da*: para qué sirve algo o un rasgo (*scarpe da ginnastica*, *la ragazza dagli occhi verdi*); *di*, el material (*una giacca di lana*); *a*, el dibujo (*una camicia a righe*).","*fra* o *tra* + tiempo = dentro de (*torno fra un'ora*). *Vado da Marco* = voy a lo de Marco; *vado a Roma*, *vado in centro*.",una tazza da tè / una tazza di tè = una taza para té / una taza de té (llena) · una gonna a quadri = una pollera a cuadros · Torno fra un'ora. = Vuelvo dentro de una hora.,,,,
51,1,Lista de control: congiuntivo,"Opinión, duda, deseo, emoción o voluntad → **congiuntivo**. Recorré la tabla de arriba abajo antes de decidir el modo.",,,"verbo de opinión, duda, deseo, emoción o voluntad / congiuntivo · sujetos distintos / che + congiuntivo · mismo sujeto / di + infinito · principal en pasado / congiuntivo imperfetto o trapassato · benché, affinché, nonostante, prima che, senza che, a meno che non / congiuntivo sí o sí · superlativo relativo o l'unico che / congiuntivo",,,
51,2,Lista de control: tiempos,"Las ocho frases que **más se equivocan**. Si dudás, buscá la tuya acá.",,,"dijo que vendría / disse che sarebbe venuto · si tuviera, iría / se avessi, andrei · si hubiera tenido, habría ido / se avessi avuto, sarei andato · hace dos años que estudio / studio da due anni · estaba comiendo cuando llamó / stavo mangiando quando ha chiamato · antes de salir / prima di uscire · después de salir / dopo essere uscito · hay que hacerlo / va fatto / bisogna farlo",,,
51,3,Lista de control: pronombres,"Pronombres **delante** del verbo conjugado; **pegados** al infinitivo, gerundio e imperativo informal.",,,"combinados / me lo, te la, ce ne, ve li, se ne: la i pasa a e · gli + lo / se pega: glielo, gliela, gliene · ne / obligatorio con cantidades: ne ho tre · ci / lugar y complementos con a / in / su · participio / concuerda con lo, la, li, le y con essere",,,
51,4,Las quince faltas más caras,Quince errores que **bajan la nota** siempre. Leelos en voz alta hasta que la forma correcta te salga sola.,,,"credo che è / credo che sia · mi ho lavato / mi sono lavato · se avrei / se avessi · ha detto che verrebbe / ha detto che sarebbe venuto · si vende libri / si vendono libri · dopo mangiare / dopo aver mangiato · ho tre (de algo ya nombrado) / ne ho tre · vedo a Marco / vedo Marco · mi libro / il mio libro · qualche amici / qualche amico · facilemente / facilmente · qual'è → sin apóstrofo / qual è · parleremo por «hablaríamos» / parleremmo (condicional) · sto studiando quest'anno / más natural: studio quest'anno · poso (por «puedo») / posso, con doble s",,,
51,5,Cómo llegar al jefe final,"Antes del examen, **gimnasio de verbos**: congiuntivo imperfetto y trapassato, las formas que menos se automatizan.",,,,,,
52,1,El sistema verbal entero,Cuatro modos finitos y tres formas no finitas. **Todos** entran en el examen.,,,"Indicativo / presente, imperfetto, passato prossimo, trapassato prossimo, passato remoto, trapassato remoto, futuro semplice, futuro anteriore · Congiuntivo / presente, passato, imperfetto, trapassato · Condizionale / presente, passato · Imperativo / tu, noi, voi (informal); Lei (= congiuntivo) · Formas no finitas / infinito, gerundio, participio (simples y compuestos)",,,
52,2,Las cinco reglas que sostienen todo,"Si dudás, volvé a estas cinco: resuelven **la mayoría** de las preguntas.",,,"el auxiliar → la concordancia / con essere, el participio sigue al sujeto · la subjetividad → el modo / opinión, deseo, duda y emoción piden congiuntivo · la principal → la subordinada / el tiempo de la principal decide el de la subordinada · se hipotético / indicativo (realidad) o congiuntivo (posibilidad, irrealidad), nunca condicional · futuro desde el pasado / condicional COMPUESTO: disse che sarebbe venuto",,,
52,3,Lo que separa un B2 de un C1,No es saber más reglas: es **usar los recursos que el B2 evita**.,,,"causativo / ho fatto riparare la macchina · participio absoluto / finito il lavoro · gerundio compuesto / avendo capito · dislocaciones / il pane lo compro io · pronominales idiomáticos / non ce la faccio · ne y ci en todos sus valores / ne ho tre, ci penso io · pasiva con andare y venire / va fatto, viene pubblicato · conectores de registro alto / benché sia, qualora fosse",,,
52,4,Antes de entrar,Leé una vez las **quince faltas** de la semana 51.,,,,,,
52,5,Después del examen,El C1 no es la meta: es donde el idioma empieza a devolverte cosas. **Cinco minutos por día** alcanzan para no perderlo.,,,,,,
